Input,Loss,MAE,MAPE,ME,R2 score,RMSE,Shift
15,9.532038529869168e-05,0.6284282383372095,1.655711258320456,19.109711477024632,0.998539169579518,1.0825803883392242,0
16,9.007567132357508e-05,0.630855372171653,1.6490724319347876,19.34091513623356,0.9985568344414676,1.0758216548017046,0
17,8.447335130767897e-05,0.6202312952085828,1.637371987083809,19.04876216742187,0.9986273382557648,1.0491548993077056,0
18,6.544285133713856e-05,0.580850101533393,1.5738460145211284,18.23862250025769,0.998855947158388,0.9576442230033028,0
19,0.00015242552035488188,0.6694526750516389,1.7588317220652276,19.43281718766326,0.9983808046973648,1.139074123995199,0
20,0.00015523795445915312,0.6641971096777005,1.7717353530891695,18.6136358408219,0.9984965611470696,1.0974044408942576,0
21,0.00015179735783021897,0.6699026378015995,1.7592686221197578,18.9584648053732,0.998435178697677,1.1193801919483204,0
22,7.51093466533348e-05,0.602494080158823,1.601919527134524,18.50459159947522,0.9987370233169284,1.0055904492064078,0
23,0.00012555131979752332,0.6577622543068361,1.7183738852482426,19.556964527251708,0.998506963698798,1.0931420505860832,0
24,8.491309563396499e-05,0.6196274768785984,1.6124558053751858,19.846645105397275,0.9986161725177763,1.0521970870787314,0
25,5.072229760116898e-05,0.5805100997198651,1.5492092253788723,18.214417481573392,0.99883299230039,0.966070772575898,0
26,0.0001932097948156297,0.6958661444894751,1.834976297849544,19.26363042954955,0.998368089382894,1.1421858921519021,0
27,0.00014575979730580002,0.671058547127208,1.7363167448407408,19.987701999761384,0.9982619176650348,1.1786947375851449,0
28,9.425949247088283e-05,0.6271656592147924,1.6491602965487275,19.0855104919098,0.9985285217339526,1.0843261296179008,0
29,4.2107760236831375e-05,0.5543778057132588,1.4971791057081412,17.606888188311487,0.9989332229446614,0.9230724164515786,0
30,0.00010147487773792818,0.6244736077928214,1.6619575742277273,18.36698612182272,0.9986511963222118,1.0377393333828522,0
15,0.00030671738204546273,0.760004043439496,1.9928826263230857,20.494571375285574,0.9979778986379518,1.2734551812486772,1
16,0.0002758470945991576,0.7439624848190101,1.9399103579890584,20.39506519600711,0.9980402479077202,1.2535983629798986,1
17,0.0003040808951482177,0.7594626427801203,1.9890930939121596,19.770701379109113,0.9980325484023626,1.2558367258468774,1
18,0.00025634144549258053,0.7304532225360808,1.911709074683817,20.22157997822454,0.9981518573519812,1.2169426530337324,1
19,0.00027279858477413654,0.7426442205547596,1.9409929551645704,20.356243730660157,0.9980626566147572,1.2457392001081802,1
20,0.0001691122597549111,0.652155883880577,1.731423977106147,19.146245361386374,0.9985491391526092,1.0778494967272196,1
21,0.00029545804136432713,0.7474503297313171,1.9759984355357936,20.334599142777066,0.9980928695864094,1.2357017722625647,1
22,0.00037211566814221436,0.8001513031457888,2.09459819950916,20.552774426227558,0.9977465033098408,1.3429810343948767,1
23,0.0002835757622960955,0.7487348731525912,1.9568012022335144,20.405629458486946,0.9980546434755572,1.2475435709387297,1
24,0.00034014304401352996,0.7778566087569985,2.042717834637444,20.16751814271997,0.9978655157440088,1.3065275154174352,1
25,0.00030698912451043725,0.7653694348780795,1.9888108837355307,20.584140572323424,0.9978960612334176,1.296896014432691,1
26,0.00021505005133803934,0.6840033555443118,1.81336086278276,19.44417985968704,0.9983982292897766,1.1315307111347988,1
27,0.00021815575018990785,0.6682842641239334,1.792378574329035,19.34346325918796,0.9984349876528508,1.118257659423532,1
28,0.00022364730830304327,0.6702926136509376,1.7539809940514244,20.51913423403974,0.9983839098175183,1.136139701967602,1
29,0.0003072861873079092,0.7570665115618447,1.9928602610724155,19.87590215240084,0.9980510388597912,1.247428026528378,1
30,0.00015934377734083682,0.6497006514490771,1.714096166803794,18.99711771767734,0.9985280600542776,1.083864909293882,1
15,0.0005579999997280538,0.8954889878629407,2.328343140248572,21.295945156099638,0.9972587319862442,1.4826327779115531,2
16,0.00038987677544355387,0.7794070683078879,2.0254789280444703,21.387034293966227,0.9978695167829212,1.3068333521979316,2
17,0.00040427281055599446,0.7883891938533099,2.0577112670154007,20.156313755618825,0.997835223148282,1.3170702386141904,2
18,0.0007599039236083628,0.9902831928980834,2.6181139073334694,20.98185533272169,0.9967981106030008,1.601500179323483,2
19,0.0005131851066835225,0.8724024782786508,2.282285786456396,20.979296105804664,0.9973719486376801,1.4506484126262482,2
20,0.0007591682951897383,1.0155972483730091,2.616966655900816,21.83785689893575,0.9965686811283728,1.6575018161433417,2
21,0.0005691240658052267,0.9061442506031756,2.3603932613460508,21.60477673892838,0.9971849938479048,1.5010013798739064,2
22,0.0005815486656501888,0.9123511134680496,2.37935433301905,21.507639523256515,0.997197598318041,1.497343053017951,2
23,0.0005801773513667285,0.8918354879453035,2.377358402592308,20.75959285178604,0.9974080227278972,1.4397519553733622,2
24,0.0005703252390958369,0.8968165654161268,2.358329041037581,21.284325939020068,0.9972657372687996,1.4784571064473055,2
25,0.0005585101898759604,0.8940700979883106,2.343063234755936,21.301061712775635,0.9972602265914732,1.479869756842212,2
26,0.0006338496459648013,0.9291442166866976,2.443724015230067,21.57183159650282,0.9970678887453159,1.5306405687432376,2
27,0.0005436591454781592,0.886272471340558,2.3251312616420146,21.250554996787763,0.9973453103643904,1.456149003996907,2
