Input,Loss,MAE,MAPE,ME,R2 score,RMSE,Shift
4,0.0002459450042806566,0.6245141267413221,1.6519201596557593,19.58768349860847,0.9986621190944911,1.0380693426246577,0
5,0.00017606861365493387,0.5864737427621406,1.5193398048927804,19.53972909890871,0.9986912737272402,1.0265294055053917,0
6,0.00018046118202619255,0.5780982314247644,1.5263615502957562,19.037014506428022,0.9987955569693473,0.9847535678788036,0
7,0.00012798758689314127,0.5473728162360445,1.4219934386891595,18.344618775915507,0.9987809198385781,0.9905574785262506,0
8,0.00020310691616032273,0.5933278402488701,1.5775255034130595,19.049553084680696,0.9987925875244591,0.9856435818158527,0
9,9.543692431179807e-05,0.519274104728693,1.358870546473383,17.983936911331398,0.9989449378988358,0.9212117810708078,0
10,0.0001744249602779746,0.5698799941907094,1.5155885151500559,18.63684472438058,0.9988667446310209,0.9545814616947,0
11,0.00022686758893541992,0.629336849611757,1.624614520614825,20.415602625430225,0.9986188096419294,1.0538103861576327,0
12,0.00013293290976434946,0.537579113598798,1.418109028707319,18.080401693620615,0.9988770253856984,0.9500523776232092,0
13,0.00014207063941285014,0.5523379449505454,1.450133198547654,18.92764266223071,0.9988574256789781,0.9581394757076597,0
14,0.0001451112620998174,0.5479797762526863,1.4574799960150306,18.37583546877623,0.9989055133293824,0.9375936492134311,0
4,0.000443056458607316,0.7362903805707212,1.9404877587512852,21.76408450256139,0.9981370225448599,1.224759406509958,1
5,0.0003907134523615241,0.7086606518093821,1.8500371169404954,21.486865315080394,0.9981411872002638,1.223354316466059,1
6,0.000514069339260459,0.7648772459792649,2.050676373174055,21.453034752840452,0.9980562091898484,1.2508012641470603,1
7,0.00048662739573046565,0.773345886160354,2.0050246972339267,22.314688049526822,0.9978409360126566,1.318028574085743,1
8,0.0005636568530462682,0.8208332887103933,2.1322404472266774,23.175678333082175,0.9977441179294573,1.3470343423951,1
9,0.0003975873114541173,0.7103431764363228,1.8655183779737021,21.547609485003747,0.9982155772226562,1.1978377130566118,1
10,0.0004338051949162036,0.7286251429504189,1.9229112457617061,21.558600105905228,0.9981167398862315,1.2305261853343505,1
11,0.00041933899046853185,0.7208391397864162,1.8980133585284726,21.661039944161246,0.9981850666052794,1.2077941607563085,1
12,0.0005012348992750049,0.769157829492582,2.031427529968465,22.10553317353535,0.9979581463994216,1.2808515676761885,1
13,0.0003953542036470026,0.7084727590131713,1.8637721861682728,21.490995625826514,0.9982257568749033,1.1937571453967966,1
14,0.0005249988753348589,0.7741656641461963,2.0655812564250597,21.8030944010589,0.9980085694560384,1.2644870751958086,1
4,0.0012399201514199376,1.1271058335140975,2.935947701339653,24.705489680708098,0.995855251547853,1.8267685264767692,2
5,0.0010853997664526105,1.0503984193404987,2.769153691519812,24.45720893816599,0.9964227971335498,1.6968182801544642,2
6,0.0010749144712463021,1.0506865263974263,2.7577400854337775,24.216497760357328,0.9964185564641411,1.6975443252045277,2
7,0.0010625674622133374,1.040588998216881,2.7430856871229663,24.36641608543502,0.9965019515845098,1.6773874135410416,2
8,0.0009133796556852758,0.9678825898549739,2.5613366236705666,23.979501212881473,0.9969421856521737,1.5680310575504333,2
9,0.000860244152136147,0.9485385613142462,2.49904548990715,23.843304724806742,0.9970273782878364,1.5459858990819961,2
10,0.0010976498015224934,1.0606126024038744,2.778483067019117,24.832297140323334,0.9961669183058957,1.7552404447231797,2
11,0.0008782157092355192,0.9571910349720906,2.520196222431571,23.59822069144755,0.9969895473298971,1.5552578635768566,2
12,0.0008314455044455826,0.9326969783707715,2.458822861053676,23.882027650073482,0.9971271056335572,1.5190401308024113,2
13,0.0008757644100114703,0.9448944986893613,2.5082977081135978,24.858266555219416,0.9970617921203621,1.5359358319456353,2
14,0.0008487112354487181,0.9422659321785011,2.4855357013366985,23.69449634624317,0.9970373504200651,1.5422541594834058,2
4,0.0014576113317161798,1.186974794067055,3.144554042011616,26.09809729643733,0.9954127102212114,1.9215055221494086,3
5,0.001302027958445251,1.1327857533421377,2.9884055242136562,25.572650765263944,0.995853029393753,1.8266592792502592,3
6,0.0014956498052924871,1.210065110592152,3.1891703053412406,26.26073112491663,0.9952499516073757,1.9546521832767574,3
7,0.0014135369565337896,1.1789960034119866,3.1000958282638833,25.842134139701542,0.9954184983527558,1.9193449168036194,3
8,0.0016377309802919626,1.2589232453661976,3.3249217479193858,26.17162500573039,0.9949311409012607,2.0187884677507686,3
9,0.0014422853710129857,1.1872374471662763,3.137526999950552,26.242990649092135,0.9954281413607173,1.916942016565851,3
10,0.001437695580534637,1.1855005617473513,3.1300055909987274,25.902832420609556,0.995430805335533,1.9160477789013175,3
11,0.0014276182046160102,1.1816519026419858,3.124283385675499,25.91083360213902,0.9954833109563921,1.904669005608975,3
12,0.0014942035777494311,1.2029715494974103,3.192671325253977,25.736838342596315,0.995388433714765,1.924225831027969,3
13,0.001426543341949582,1.1850465607827816,3.119165672530026,25.96825607639157,0.9954033675764595,1.9210368469872294,3
14,0.0015603950014337897,1.2379631355747929,3.257666890224969,26.358537428030317,0.995027966174016,1.9975793257944436,3
4,0.0019507448887452483,1.3751717599097053,3.6281591490092926,28.186204731814982,0.9939658876297073,2.2034275012921265,4
5,0.0022069255355745554,1.447843576655164,3.7984096775753096,26.835201886095945,0.9932720577955654,2.326277916271573,4
6,0.002119839657098055,1.4200993494242562,3.738535670139826,27.764509864465253,0.993531161119015,2.2806690579468785,4
7,0.0022658882662653923,1.4566410503978864,3.8395035413777707,26.752308239155596,0.9932975179816541,2.3214189984452878,4
8,0.0019398187287151814,1.3749078581178034,3.620037018599768,28.04926029650538,0.9939473799838469,2.2056382498277483,4
9,0.0021046805195510387,1.4148628265021048,3.7296759556918024,27.433217884105872,0.9936357867803388,2.261303550877777,4
