Input,Loss,MAE,MAPE,ME,R2 score,RMSE,Shift
7,7.651469059055671e-05,0.5963204839561843,1.5952149595242664,18.426917572322722,0.9987871611860372,0.9876305092369826,0
9,0.00021667218243237585,0.6761796889103718,1.8069922126733566,19.4096450072649,0.9984690530719991,1.109069236093638,1
7,0.0004413654387462884,0.8123968951085995,2.1363003912440193,20.432795845507272,0.9977879334100905,1.3333649357711317,2
11,0.000982430879957974,1.0876160091600087,2.860430911372453,22.852010950068703,0.9961754609670085,1.7519728828058498,3
14,0.0016003528144210577,1.3272159790497897,3.5031589902886857,23.62159628350338,0.9944290438007266,2.1132263777186746,4
