cv,train_auc,test_auc
4,0.8334117185969038,0.7602783048703352
4,0.7716059113300493,0.8007425742574258
4,0.7659413358839471,0.8771658415841583
4,0.7915979282562824,0.8269696969696969
4,0.8359677728755035,0.9239453357100416
