cv,train_auc,test_auc
4,0.8580343552946292,0.8702664796633941
4,0.841706220859411,0.9618488628026413
4,0.8365356981565873,0.873116574147502
4,0.8908374174302152,0.9195488721804511
4,0.8873751721763085,0.9279569892473118
