cv,train_auc,test_auc
4,0.8500596292147014,0.7413268411442483
4,0.7774028436018957,0.8130952380952381
4,0.8066265060240962,0.8604166666666666
4,0.8027355515396336,0.8203883495145632
4,0.8275260697590795,0.9251856082238721
