cv,train_auc,test_auc
9,0.8562068562068562,0.7850241545893719
9,0.787100749717572,0.6865671641791045
9,0.8528621037302565,0.8860544217687075
9,0.7483242563887726,0.7290249433106576
9,0.8842222222222222,0.8393665158371041
9,0.9133763534944767,0.9114877589453861
9,0.8935953913927482,0.956198347107438
9,0.8991797676008202,0.8421487603305784
9,0.8654147104851331,0.8869230769230769
9,0.8487733841156044,0.7933884297520661
