cv,train_auc,test_auc
9,0.8861533377395902,0.8492957746478874
9,0.8273231031543051,0.6798816568047337
9,0.8252431289640592,0.7997364953886693
9,0.7837491738268341,0.8043478260869565
9,0.7528305028305029,0.7801484230055659
9,0.8010319657689403,0.9539473684210527
9,0.8163417052214144,0.7838660578386606
9,0.8497761497761498,0.886034255599473
9,0.8593869731800766,0.9421613394216133
9,0.8529411764705882,0.7727272727272727
